,Highest educational level,Used a method at last sexual intercourse,Wife justified asking husband to use condom if he has STI,Drugs to avoid HIV transmission to baby during pregnancy,Total lifetime number of sex partners,Heard of ARVs to treat HIV,Respondent can refuse sex,Respondent can ask partner to use a condom,Knowledge and use of HIV test kits,Perception Mean
2240,2,1,1,0,1,0,1,1,0,0.625
2241,1,0,0,1,1,0,1,0,0,0.375
2242,2,1,0,1,1,0,1,0,0,0.5
2243,2,1,1,1,1,1,1,1,0,0.875
2244,1,1,0,0,1,0,1,0,0,0.375
2245,2,1,1,1,1,1,1,1,0,0.875
2246,2,1,1,1,1,1,1,1,0,0.875
2247,3,1,0,0,1,0,1,1,1,0.625
2248,2,1,1,0,1,0,1,1,0,0.625
2249,2,1,1,1,1,1,1,1,0,0.875
2250,2,0,1,0,1,0,1,1,0,0.5
2251,3,1,1,1,1,1,1,1,0,0.875
2252,1,1,0,1,1,1,1,1,0,0.75
2253,1,0,1,0,1,0,1,1,0,0.5
2254,2,0,0,1,1,0,0,0,0,0.25
2255,2,0,0,0,1,0,1,1,0,0.375
2256,2,1,1,0,1,0,1,1,1,0.75
2257,2,1,1,1,1,0,1,1,0,0.75
2258,3,1,1,0,1,1,1,0,0,0.625
2259,1,1,0,0,1,1,0,0,0,0.375
2260,1,0,1,1,1,0,1,1,0,0.625
2261,2,1,1,1,1,1,1,0,0,0.75
2262,2,0,1,1,1,0,1,0,0,0.5
2263,1,0,1,1,1,0,1,1,0,0.625
2264,2,1,1,1,1,1,1,0,1,0.875
2265,3,1,0,0,1,0,1,0,0,0.375
2266,3,0,1,0,1,1,1,1,0,0.625
2267,2,1,1,0,1,0,1,1,1,0.75
2268,3,0,1,0,1,0,1,1,0,0.5
2269,1,1,1,1,1,0,1,1,0,0.75
2270,1,1,0,1,1,1,1,0,1,0.75
2271,2,1,1,1,1,1,1,1,0,0.875
2272,3,1,0,1,1,0,1,1,0,0.625
2273,2,1,1,0,1,1,1,1,0,0.75
2274,2,1,0,1,1,0,1,1,0,0.625
2275,2,0,1,1,1,0,1,1,0,0.625
2276,2,1,1,1,1,1,1,1,0,0.875
2277,2,1,1,0,1,1,1,1,0,0.75
2278,1,1,1,1,1,1,1,1,0,0.875
2279,2,1,1,0,1,0,1,0,0,0.5
2280,2,0,1,0,1,0,1,1,1,0.625
2281,3,1,0,1,1,0,1,0,0,0.5
2282,2,0,1,1,1,0,1,0,1,0.625
2283,2,1,1,1,1,0,1,1,1,0.875
2284,2,1,0,1,1,0,1,1,0,0.625
2285,2,1,1,1,1,0,1,1,0,0.75
2286,2,0,0,1,1,1,0,0,0,0.375
2287,2,1,1,0,1,1,1,0,0,0.625
2288,3,1,1,1,1,1,1,1,0,0.875
2289,2,0,0,1,1,1,0,1,0,0.5
2290,3,0,1,0,1,0,1,1,0,0.5
2291,2,1,1,0,1,0,1,1,0,0.625
2292,2,1,1,1,1,1,1,1,0,0.875
2293,2,1,1,1,1,0,1,1,0,0.75
2294,3,0,1,0,1,0,1,1,0,0.5
2295,3,1,1,0,1,0,1,1,0,0.625
2296,3,1,1,1,1,0,1,1,0,0.75
2297,1,1,1,1,1,1,1,1,1,1.0
2298,3,0,1,1,1,1,1,1,0,0.75
2299,2,1,0,0,1,0,0,1,0,0.375
2300,1,0,1,1,1,1,1,1,1,0.875
2301,1,0,0,1,1,1,1,0,1,0.625
2302,3,1,1,1,1,0,0,1,0,0.625
2303,1,1,1,0,1,0,1,1,0,0.625
2304,2,1,0,0,1,1,1,1,0,0.625
2305,3,0,1,1,1,0,1,1,0,0.625
2306,3,1,1,1,1,0,1,1,1,0.875
2307,2,1,0,1,1,0,1,0,0,0.5
2308,2,0,0,1,1,1,0,0,1,0.5
2309,1,0,1,0,1,1,1,0,0,0.5
2310,2,1,1,0,1,0,1,1,0,0.625
2311,1,0,0,1,1,1,1,0,0,0.5
2312,1,0,1,1,1,0,1,0,0,0.5
2313,2,0,1,0,1,0,1,0,0,0.375
2314,2,1,1,0,1,0,1,1,0,0.625
2315,1,1,1,1,1,0,1,1,1,0.875
2316,2,1,0,0,1,1,1,0,0,0.5
2317,2,1,1,1,1,0,1,1,1,0.875
2318,1,0,1,0,1,0,1,1,0,0.5
2319,2,1,1,1,1,0,1,1,1,0.875
2320,2,0,1,0,1,0,1,1,0,0.5
2321,3,0,0,0,1,1,0,1,0,0.375
2322,2,1,1,0,1,0,1,1,0,0.625
2323,3,0,0,1,1,0,0,0,0,0.25
2324,2,0,1,1,1,0,1,1,0,0.625
2325,3,1,1,1,1,0,1,1,0,0.75
2326,3,1,1,0,1,0,1,0,0,0.5
2327,2,1,1,1,1,1,1,0,0,0.75
2328,3,1,0,0,1,0,1,1,0,0.5
2329,2,1,1,0,1,0,1,1,0,0.625
2330,2,0,1,0,1,1,1,1,0,0.625
2331,1,0,1,0,1,0,1,0,0,0.375
2332,3,1,1,0,1,0,1,1,0,0.625
2333,2,1,1,0,1,0,1,1,0,0.625
2334,2,1,1,0,1,0,1,0,0,0.5
2335,3,1,1,1,1,0,1,1,1,0.875
2336,2,1,1,1,1,0,1,1,1,0.875
2337,2,1,1,0,1,1,1,1,0,0.75
2338,3,0,1,0,1,0,1,1,0,0.5
2339,2,1,1,1,1,1,1,1,0,0.875
2340,1,0,0,0,1,1,1,1,0,0.5
2341,2,0,1,1,1,0,1,1,0,0.625
2342,3,1,1,0,1,1,1,1,0,0.75
2343,2,0,1,1,1,0,1,0,1,0.625
2344,2,0,1,0,1,1,1,1,0,0.625
2345,3,0,1,0,1,0,1,1,0,0.5
2346,3,0,1,0,1,0,1,1,0,0.5
2347,3,0,1,1,1,0,1,1,0,0.625
2348,2,1,1,0,1,0,1,0,0,0.5
2349,3,1,1,1,1,1,1,0,1,0.875
2350,1,1,1,1,1,0,1,1,0,0.75
2351,3,1,1,0,1,0,1,1,0,0.625
2352,1,0,1,1,1,0,0,0,0,0.375
2353,2,0,0,0,1,0,1,1,0,0.375
2354,2,1,1,0,1,0,1,1,0,0.625
2355,2,0,1,1,1,0,1,1,0,0.625
2356,2,0,0,1,1,1,1,0,1,0.625
2357,2,1,0,0,1,0,1,1,0,0.5
2358,1,1,0,0,1,1,1,1,0,0.625
2359,1,0,1,0,1,0,1,1,0,0.5
2360,3,1,1,0,1,0,1,1,0,0.625
2361,2,1,0,0,1,1,1,1,1,0.75
2362,1,1,0,0,1,1,0,0,0,0.375
2363,3,1,1,0,4,0,1,1,0,1.0
2364,1,1,1,1,1,0,1,1,0,0.75
2365,2,0,1,0,1,0,1,1,0,0.5
2366,3,0,0,0,1,1,1,1,1,0.625
2367,2,0,1,0,1,0,1,1,0,0.5
2368,3,0,1,0,1,0,1,1,1,0.625
2369,3,0,1,1,1,0,1,1,0,0.625
2370,3,0,1,0,1,0,1,1,0,0.5
2371,2,0,1,1,1,1,1,1,1,0.875
2372,2,1,0,1,1,1,0,0,0,0.5
2373,2,1,0,0,1,0,1,1,0,0.5
2374,2,1,1,1,1,0,1,1,0,0.75
2375,1,0,1,1,1,1,1,1,0,0.75
2376,3,1,0,0,1,0,1,1,0,0.5
2377,3,0,1,0,1,0,1,1,0,0.5
2378,2,0,1,1,1,1,1,1,1,0.875
2379,1,1,1,0,1,0,1,1,0,0.625
2380,2,1,1,1,1,1,1,1,0,0.875
2381,2,1,1,0,1,0,1,1,0,0.625
2382,1,0,0,1,1,1,1,0,1,0.625
2383,2,0,1,0,1,0,1,1,0,0.5
2384,1,1,1,1,1,1,1,1,0,0.875
2385,2,0,1,1,1,0,1,1,0,0.625
2386,3,1,1,0,1,0,1,1,0,0.625
2387,2,1,1,0,1,0,1,1,0,0.625
2388,3,1,1,0,1,1,1,1,1,0.875
2389,2,1,0,1,1,1,1,0,0,0.625
2390,3,0,1,1,1,1,1,1,1,0.875
2391,2,0,1,0,1,1,1,1,1,0.75
2392,3,0,1,1,1,0,1,1,1,0.75
2393,1,0,0,1,1,1,1,0,0,0.5
2394,2,0,1,1,1,0,1,1,0,0.625
2395,2,1,1,0,1,0,1,1,0,0.625
2396,3,1,0,1,1,1,1,1,0,0.75
2397,2,1,0,0,1,1,1,1,0,0.625
2398,3,0,0,0,1,0,1,0,0,0.25
2399,3,1,1,0,1,0,1,1,0,0.625
2400,2,1,1,0,1,0,1,0,0,0.5
2401,2,0,1,0,1,0,1,1,0,0.5
2402,3,1,0,1,1,1,1,1,1,0.875
2403,1,0,1,0,1,0,1,1,0,0.5
2404,2,0,1,1,1,1,1,1,0,0.75
2405,1,1,1,1,1,1,1,1,0,0.875
2406,2,0,0,1,1,0,1,0,0,0.375
2407,1,1,1,0,1,0,1,1,0,0.625
2408,2,0,1,1,1,0,1,0,1,0.625
2409,1,0,1,1,1,0,1,1,1,0.75
2410,2,0,0,0,1,0,1,0,0,0.25
2411,2,1,1,1,1,0,0,1,0,0.625
2412,2,0,1,1,1,0,1,1,0,0.625
2413,2,1,0,1,1,1,1,0,1,0.75
2414,3,1,1,1,1,0,1,1,0,0.75
2415,2,1,1,1,1,1,1,0,0,0.75
2416,2,0,0,0,1,0,1,0,0,0.25
2417,3,1,1,0,1,1,1,1,0,0.75
2418,1,1,1,1,1,1,1,1,0,0.875
2419,3,1,1,0,1,1,1,1,0,0.75
2420,1,1,1,0,1,0,1,0,0,0.5
2421,2,1,1,1,1,1,1,0,1,0.875
2422,1,1,1,1,1,1,1,1,0,0.875
2423,2,0,1,1,1,0,1,1,0,0.625
2424,1,0,1,1,1,0,1,1,0,0.625
2425,1,0,1,0,1,0,1,0,0,0.375
2426,3,0,1,1,1,1,1,1,0,0.75
2427,2,1,1,1,1,1,1,1,0,0.875
2428,2,1,1,1,1,0,1,0,0,0.625
2429,2,1,1,0,1,0,1,0,0,0.5
2430,2,1,1,1,1,1,1,1,1,1.0
2431,2,0,1,1,1,0,1,1,0,0.625
2432,3,0,1,0,1,1,1,1,0,0.625
2433,3,0,1,0,1,0,1,1,0,0.5
2434,2,1,1,1,1,0,1,1,0,0.75
2435,2,1,1,0,1,0,1,1,0,0.625
2436,2,0,1,1,1,1,1,1,0,0.75
2437,2,1,1,0,1,0,1,1,0,0.625
2438,3,0,1,1,1,1,1,1,1,0.875
2439,2,0,1,1,1,0,1,1,0,0.625
2440,1,0,1,0,5,0,1,1,0,1.0
2441,1,1,1,0,1,0,1,1,0,0.625
2442,1,0,1,0,1,0,1,0,0,0.375
2443,1,1,1,0,1,1,1,0,0,0.625
2444,2,0,1,1,1,1,1,1,0,0.75
2445,2,1,1,1,1,1,1,1,1,1.0
2446,3,1,1,1,1,1,1,1,0,0.875
2447,2,1,1,1,1,1,1,1,1,1.0
2448,2,0,1,1,1,0,1,1,1,0.75
2449,2,0,1,0,1,0,1,1,0,0.5
2450,3,1,1,1,1,1,1,1,1,1.0
2451,2,0,1,1,1,0,1,1,0,0.625
2452,3,1,1,1,1,0,1,1,0,0.75
2453,2,0,0,0,1,0,1,1,0,0.375
2454,3,0,1,0,1,0,1,1,0,0.5
2455,2,1,1,1,1,1,1,1,0,0.875
2456,2,1,0,1,1,0,1,0,0,0.5
2457,3,1,1,1,1,0,1,1,0,0.75
2458,3,1,0,0,1,1,1,1,1,0.75
2459,3,0,1,1,1,0,1,1,1,0.75
2460,3,0,1,0,1,0,1,1,0,0.5
2461,2,1,0,0,1,0,1,1,0,0.5
2462,2,0,1,0,1,0,1,1,0,0.5
2463,2,1,1,0,1,0,1,1,0,0.625
2464,2,1,1,1,1,0,1,1,0,0.75
2465,2,0,1,1,1,0,1,1,0,0.625
2466,3,0,1,0,1,1,1,1,0,0.625
2467,2,1,1,1,1,1,1,0,0,0.75
2468,3,1,1,0,1,0,1,1,0,0.625
2469,2,0,1,1,1,1,1,1,0,0.75
2470,3,0,1,0,1,0,1,1,0,0.5
2471,3,1,1,1,1,1,1,0,1,0.875
2472,3,0,1,1,1,0,1,1,0,0.625
2473,3,0,1,1,1,1,1,1,0,0.75
2474,2,1,1,1,1,1,1,1,0,0.875
2475,2,0,1,1,1,1,1,0,0,0.625
2476,3,0,1,1,1,1,1,0,1,0.75
2477,2,0,1,1,1,1,1,1,0,0.75
2478,3,0,1,1,1,1,1,0,0,0.625
2479,3,1,1,1,1,1,1,1,1,1.0
2480,2,0,1,1,1,0,1,1,0,0.625
2481,2,1,1,1,1,0,1,0,0,0.625
2482,1,0,1,1,1,0,1,1,0,0.625
2483,2,0,1,1,1,0,1,0,0,0.5
2484,2,1,1,1,1,1,1,1,0,0.875
2485,2,0,0,1,1,1,1,1,0,0.625
2486,1,1,1,1,1,1,1,1,0,0.875
2487,3,0,1,1,1,1,1,1,0,0.75
2488,1,0,1,1,1,1,1,1,0,0.75
2489,2,0,1,1,1,1,1,1,0,0.75
2490,2,1,1,1,1,0,1,1,0,0.75
2491,2,1,1,0,1,0,1,1,0,0.625
2492,3,1,1,0,1,1,1,1,0,0.75
2493,1,1,1,1,1,1,1,1,0,0.875
2494,2,1,1,1,1,0,1,1,0,0.75
2495,1,0,1,1,1,0,1,0,0,0.5
2496,2,1,1,1,1,0,1,1,0,0.75
2497,3,0,1,0,1,0,1,1,0,0.5
2498,3,1,1,0,1,1,1,1,0,0.75
2499,3,0,1,0,1,0,1,1,0,0.5
2500,3,1,1,1,1,1,1,1,1,1.0
2501,2,1,1,0,1,1,1,0,0,0.625
2502,3,1,1,0,1,0,1,1,1,0.75
2503,2,1,1,1,1,0,1,0,1,0.75
2504,3,0,0,1,1,1,1,1,0,0.625
2505,2,0,1,1,1,0,1,1,0,0.625
2506,2,0,1,0,1,0,1,1,0,0.5
2507,2,0,1,1,1,0,1,1,0,0.625
2508,2,1,1,0,1,0,1,1,0,0.625
2509,1,0,1,1,1,0,1,1,0,0.625
2510,3,1,1,1,1,0,1,1,0,0.75
2511,1,1,1,0,1,1,1,1,0,0.75
2512,2,0,1,0,1,0,1,1,0,0.5
2513,1,1,0,1,1,1,1,0,1,0.75
2514,1,0,1,1,1,0,1,1,0,0.625
2515,3,1,1,1,1,1,1,0,0,0.75
2516,2,0,1,0,1,0,1,1,0,0.5
2517,1,1,1,1,1,0,1,1,0,0.75
2518,1,0,1,0,1,0,1,1,0,0.5
2519,2,1,1,0,1,0,1,1,0,0.625
2520,1,0,1,0,1,0,1,1,0,0.5
2521,2,0,0,1,1,0,1,1,0,0.5
2522,3,0,0,1,1,0,1,1,0,0.5
2523,3,1,1,1,1,1,1,1,0,0.875
2524,3,1,1,1,1,0,1,1,0,0.75
2525,3,0,1,1,1,1,1,1,1,0.875
2526,2,0,0,1,1,0,1,1,0,0.5
2527,2,1,1,0,1,0,1,0,0,0.5
2528,3,0,1,0,1,1,1,1,1,0.75
2529,3,1,1,1,1,0,1,0,0,0.625
2530,3,0,1,1,1,0,1,1,1,0.75
2531,2,0,1,1,1,1,1,0,0,0.625
2532,2,1,1,1,4,0,1,0,0,1.0
2533,2,0,1,0,1,0,1,1,0,0.5
2534,3,1,0,1,1,0,1,1,0,0.625
2535,3,1,0,0,1,0,1,0,0,0.375
2536,2,0,1,0,1,1,1,1,0,0.625
2537,3,0,1,0,1,0,1,1,0,0.5
2538,2,1,1,1,1,0,1,1,0,0.75
2539,3,1,1,0,1,1,1,1,0,0.75
2540,2,1,1,1,1,0,1,1,0,0.75
2541,3,0,1,0,1,1,1,1,0,0.625
2542,3,1,1,1,1,0,1,1,0,0.75
2543,3,1,1,0,1,0,1,1,0,0.625
2544,3,0,1,0,1,0,1,1,1,0.625
2545,3,1,1,0,1,1,1,1,1,0.875
2546,3,1,1,0,1,1,1,1,0,0.75
2547,3,1,1,0,1,0,1,1,0,0.625
2548,3,0,1,0,1,0,1,1,0,0.5
2549,2,1,1,0,1,0,1,0,0,0.5
2550,1,1,1,0,1,0,1,1,0,0.625
2551,2,1,0,0,1,0,1,1,0,0.5
2552,2,1,1,0,1,1,1,1,1,0.875
2553,3,1,1,0,1,0,1,1,0,0.625
2554,2,1,1,1,1,0,1,1,0,0.75
2555,3,0,1,1,1,0,1,1,0,0.625
2556,3,1,1,1,1,0,1,1,1,0.875
2557,3,0,1,0,1,0,1,1,0,0.5
2558,2,1,1,0,1,0,1,1,0,0.625
2559,1,1,1,0,4,0,1,1,0,1.0
2560,2,1,1,1,1,1,1,1,0,0.875
2561,2,1,1,1,1,1,1,0,1,0.875
2562,1,0,1,0,1,0,1,1,1,0.625
2563,2,1,1,0,1,0,1,0,0,0.5
2564,1,1,1,1,1,0,1,1,1,0.875
2565,2,1,1,1,1,1,1,0,0,0.75
2566,2,1,1,1,1,0,1,1,0,0.75
2567,2,0,1,1,1,0,1,1,1,0.75
2568,3,1,1,1,1,1,1,1,1,1.0
2569,3,1,1,1,1,1,1,1,0,0.875
2570,3,0,1,0,1,1,1,1,0,0.625
2571,3,1,1,1,1,0,1,1,0,0.75
2572,3,0,1,1,1,0,1,0,1,0.625
2573,3,1,1,0,1,0,1,1,0,0.625
2574,3,1,1,1,1,0,1,1,1,0.875
2575,3,1,0,0,1,0,1,0,0,0.375
2576,2,0,1,1,1,1,1,1,0,0.75
2577,3,0,1,0,1,0,1,1,0,0.5
2578,2,0,1,0,1,1,1,1,0,0.625
2579,1,0,1,1,1,0,1,1,0,0.625
2580,2,1,1,1,1,0,1,1,0,0.75
2581,1,0,0,1,1,0,1,0,0,0.375
2582,2,1,1,1,1,0,1,1,0,0.75
2583,2,0,1,1,1,0,1,0,1,0.625
2584,3,1,1,0,1,0,1,1,0,0.625
2585,2,0,1,1,1,0,1,1,0,0.625
2586,2,1,1,0,1,0,1,0,0,0.5
2587,2,0,0,1,1,0,1,0,0,0.375
2588,3,1,1,1,1,1,1,1,1,1.0
2589,3,1,1,1,1,1,1,1,0,0.875
2590,2,1,1,1,1,0,1,1,0,0.75
2591,3,1,1,1,1,0,1,1,0,0.75
2592,1,1,1,0,1,0,1,1,0,0.625
2593,3,1,1,1,1,0,1,1,0,0.75
2594,3,0,1,1,1,0,1,1,1,0.75
2595,2,0,0,1,1,0,1,1,0,0.5
2596,2,1,1,1,1,1,1,1,1,1.0
2597,3,1,1,1,1,1,1,1,0,0.875
2598,1,1,1,1,1,1,1,1,0,0.875
2599,3,0,0,1,1,1,1,1,0,0.625
2600,1,0,0,1,1,0,1,0,1,0.5
2601,2,1,1,0,1,0,1,1,0,0.625
2602,2,1,0,0,1,0,1,0,0,0.375
2603,2,1,1,1,1,1,1,1,0,0.875
2604,1,1,1,1,1,0,1,1,0,0.75
2605,2,1,1,1,1,1,1,1,1,1.0
2606,2,1,1,1,1,0,1,1,1,0.875
2607,3,0,1,1,1,0,1,1,0,0.625
2608,2,1,1,0,1,0,1,1,0,0.625
2609,1,0,1,1,1,1,1,1,1,0.875
2610,3,1,1,1,1,0,1,1,0,0.75
2611,2,1,1,0,1,1,1,1,1,0.875
2612,3,1,1,1,1,1,1,0,0,0.75
2613,2,1,1,1,1,0,1,1,0,0.75
2614,2,1,1,1,1,0,1,1,0,0.75
2615,1,1,1,1,1,1,1,1,0,0.875
2616,1,0,1,1,1,0,1,1,0,0.625
2617,1,1,1,1,1,0,1,1,0,0.75
2618,1,0,0,0,1,0,1,1,0,0.375
2619,3,0,1,1,1,0,1,0,0,0.5
2620,2,1,0,1,1,0,1,0,1,0.625
2621,2,1,1,1,1,0,1,1,0,0.75
2622,1,1,1,0,1,0,1,1,0,0.625
2623,3,0,1,0,1,0,1,1,1,0.625
2624,2,1,1,1,1,0,1,1,0,0.75
2625,3,0,1,1,1,1,1,1,0,0.75
2626,1,1,0,1,1,0,1,1,0,0.625
2627,2,1,1,1,1,1,1,1,1,1.0
2628,3,0,1,1,1,0,1,1,0,0.625
2629,2,1,1,1,1,1,1,1,0,0.875
2630,2,1,1,1,1,1,1,1,1,1.0
2631,2,0,1,1,1,1,1,1,0,0.75
2632,2,0,1,0,1,0,1,1,0,0.5
2633,1,0,1,1,1,0,1,1,0,0.625
2634,2,1,1,0,1,0,1,1,0,0.625
2635,1,1,1,0,1,0,1,1,0,0.625
2636,3,1,1,1,1,1,1,1,1,1.0
2637,2,1,1,1,1,0,1,1,0,0.75
2638,3,1,1,1,1,1,1,1,1,1.0
2639,1,1,1,0,1,0,1,1,0,0.625
2640,3,1,1,1,1,1,1,1,0,0.875
2641,2,0,1,1,1,0,1,1,0,0.625
2642,3,0,0,0,1,0,1,1,0,0.375
2643,2,0,1,1,1,1,1,1,1,0.875
2644,3,1,1,1,1,1,1,0,1,0.875
2645,3,0,1,1,1,1,1,1,1,0.875
2646,2,1,1,1,1,0,1,1,1,0.875
2647,2,0,1,1,1,0,1,0,0,0.5
2648,3,0,1,1,1,0,1,1,0,0.625
2649,3,1,1,0,1,0,1,1,0,0.625
2650,3,0,1,0,1,0,1,1,0,0.5
2651,1,0,1,0,1,0,1,1,0,0.5
2652,3,0,1,1,1,1,1,1,1,0.875
2653,2,1,1,1,1,0,1,1,0,0.75
2654,2,0,1,1,1,1,1,1,0,0.75
2655,3,1,1,1,1,1,1,1,0,0.875
2656,3,1,1,1,1,0,1,1,1,0.875
2657,1,1,1,1,1,0,1,0,0,0.625
2658,2,1,1,0,1,0,1,1,0,0.625
2659,2,1,1,1,1,1,1,1,0,0.875
2660,2,1,0,1,1,1,1,1,1,0.875
2661,2,1,0,1,1,0,1,0,0,0.5
2662,2,0,1,0,1,0,1,1,1,0.625
2663,2,1,1,1,1,0,1,1,0,0.75
2664,3,1,1,1,1,0,1,1,0,0.75
2665,3,0,1,1,1,0,1,1,1,0.75
2666,2,1,1,1,1,1,1,1,0,0.875
2667,3,1,1,0,1,1,1,1,0,0.75
2668,2,0,1,1,1,1,1,1,0,0.75
2669,2,1,1,1,1,0,1,1,0,0.75
2670,2,1,1,0,1,0,1,1,0,0.625
2671,3,1,1,1,1,1,1,1,0,0.875
2672,1,0,1,1,1,1,1,1,1,0.875
2673,1,0,1,1,1,1,1,1,1,0.875
2674,1,1,1,1,1,0,0,1,1,0.75
2675,2,1,1,1,1,1,1,1,0,0.875
2676,3,1,1,0,1,1,1,1,0,0.75
2677,1,0,1,1,1,1,1,1,1,0.875
2678,2,0,1,1,1,1,1,1,1,0.875
2679,2,0,1,1,1,1,1,1,1,0.875
2680,1,0,1,1,1,1,1,1,1,0.875
2681,2,0,1,0,1,0,1,0,0,0.375
2682,2,1,0,1,1,0,1,1,0,0.625
2683,2,0,1,1,1,0,1,1,1,0.75
2684,3,0,1,0,1,0,1,1,0,0.5
2685,2,0,1,0,1,0,1,1,0,0.5
2686,2,0,1,0,1,0,1,1,0,0.5
2687,3,1,1,1,1,1,1,1,0,0.875
2688,1,0,1,0,1,0,1,1,0,0.5
2689,2,1,0,1,1,1,1,1,1,0.875
2690,1,1,1,1,1,1,1,1,1,1.0
2691,3,0,1,0,1,0,1,1,0,0.5
2692,3,1,1,1,1,0,1,1,0,0.75
2693,2,1,0,0,1,0,1,1,0,0.5
2694,3,1,1,0,1,0,1,1,0,0.625
2695,2,1,1,0,1,0,1,1,0,0.625
2696,3,1,1,0,1,0,1,1,0,0.625
2697,3,1,1,1,1,0,1,1,0,0.75
2698,2,1,1,1,1,0,1,1,0,0.75
2699,2,0,1,1,1,1,1,1,1,0.875
2700,2,0,1,1,1,0,1,1,1,0.75
2701,3,0,1,0,1,0,1,1,0,0.5
2702,3,1,1,1,1,0,1,1,0,0.75
2703,2,0,1,0,1,0,1,1,0,0.5
2704,2,0,1,1,1,1,1,1,1,0.875
2705,2,1,1,1,1,0,1,1,1,0.875
2706,2,1,1,1,1,1,1,1,1,1.0
2707,2,0,1,1,1,1,1,1,1,0.875
2708,3,0,1,1,1,1,1,1,1,0.875
2709,2,1,1,1,1,0,1,1,0,0.75
2710,2,0,1,1,1,0,1,1,0,0.625
2711,2,1,1,0,1,0,1,1,0,0.625
2712,2,0,1,0,1,0,1,1,0,0.5
2713,3,1,1,1,1,0,1,1,0,0.75
2714,2,1,1,0,1,0,1,1,0,0.625
2715,3,0,1,0,1,0,1,1,0,0.5
2716,3,1,1,1,1,1,1,1,1,1.0
2717,3,1,1,1,1,1,1,1,1,1.0
2718,2,1,1,1,4,0,1,1,0,1.125
2719,2,0,1,1,1,0,1,0,0,0.5
2720,2,0,1,1,1,0,1,0,0,0.5
2721,2,0,1,0,1,0,1,0,0,0.375
2722,2,1,1,0,1,0,1,0,0,0.5
2723,1,0,1,1,1,0,1,0,0,0.5
2724,2,0,1,0,1,0,1,0,0,0.375
2725,3,1,1,1,1,1,1,1,1,1.0
2726,2,0,1,1,1,1,1,1,0,0.75
2727,2,1,1,1,1,0,1,1,0,0.75
2728,3,0,1,1,1,1,1,1,1,0.875
2729,2,1,0,0,1,0,0,0,0,0.25
2730,2,0,0,0,1,0,0,0,0,0.125
2731,2,0,0,0,1,0,1,0,0,0.25
2732,1,0,1,0,1,0,1,1,0,0.5
2733,2,0,1,0,1,0,1,0,0,0.375
2734,3,1,1,0,1,0,1,0,0,0.5
2735,2,1,1,0,1,0,1,0,0,0.5
2736,2,1,1,0,1,0,1,0,0,0.5
2737,3,1,0,0,1,0,1,1,0,0.5
2738,2,0,1,0,98,0,1,1,0,12.625
2739,2,0,1,1,1,1,1,1,1,0.875
2740,2,0,1,1,1,1,1,1,1,0.875
2741,2,1,0,1,1,1,1,1,1,0.875
2742,2,0,0,0,1,0,1,1,0,0.375
2743,2,1,1,1,1,1,1,1,1,1.0
2744,2,1,1,1,1,0,1,1,1,0.875
2745,2,1,1,1,1,1,1,1,1,1.0
2746,2,0,0,0,1,0,0,0,0,0.125
2747,2,0,0,1,1,1,1,0,0,0.5
2748,3,1,0,0,1,0,1,0,0,0.375
2749,2,0,0,0,1,0,0,0,0,0.125
2750,2,0,0,0,1,0,1,1,0,0.375
2751,3,0,1,1,1,1,1,0,0,0.625
2752,3,0,1,0,1,0,1,0,0,0.375
2753,2,0,1,0,1,0,1,1,0,0.5
2754,3,1,1,1,1,1,1,1,0,0.875
2755,2,1,1,0,1,0,1,1,0,0.625
2756,3,0,1,0,1,0,0,0,0,0.25
2757,2,1,0,0,1,0,0,0,0,0.25
2758,2,1,1,1,0,1,1,1,1,0.875
2759,3,1,1,1,1,0,1,1,1,0.875
2760,2,0,1,1,1,1,1,1,1,0.875
2761,2,0,1,1,1,1,1,1,1,0.875
2762,3,0,1,1,1,1,1,1,1,0.875
2763,3,0,1,1,1,0,1,1,1,0.75
2764,3,1,1,1,1,1,1,1,1,1.0
2765,2,0,1,1,1,0,1,1,1,0.75
2766,2,0,1,0,1,0,1,1,0,0.5
2767,3,1,1,0,1,0,1,1,0,0.625
2768,3,1,1,1,1,0,1,1,0,0.75
2769,3,1,1,1,1,0,1,1,0,0.75
2770,3,0,1,1,1,0,1,1,0,0.625
2771,2,0,1,1,1,0,1,1,0,0.625
2772,2,1,1,1,1,1,1,1,1,1.0
2773,3,1,1,0,1,0,1,1,0,0.625
2774,2,0,1,0,1,0,1,1,0,0.5
2775,2,1,1,0,1,0,1,1,0,0.625
2776,2,1,1,0,1,0,1,1,0,0.625
2777,2,0,1,0,1,0,1,1,0,0.5
2778,1,0,1,0,1,0,1,1,0,0.5
2779,2,0,1,0,1,0,1,1,0,0.5
2780,2,0,1,0,1,0,1,1,0,0.5
2781,2,1,1,0,1,0,1,1,0,0.625
2782,1,1,1,0,1,0,1,1,1,0.75
2783,2,0,1,0,1,0,1,1,0,0.5
2784,3,1,1,0,1,0,1,1,0,0.625
2785,2,0,1,0,1,0,1,1,0,0.5
2786,3,1,1,1,1,0,1,1,0,0.75
2787,3,1,1,0,1,0,1,1,0,0.625
2788,3,1,1,1,1,0,1,1,0,0.75
2789,2,0,1,1,1,0,1,1,0,0.625
2790,2,0,1,1,1,0,1,1,0,0.625
2791,3,0,0,1,1,0,1,1,1,0.625
2792,3,0,1,1,1,0,1,1,0,0.625
2793,3,1,1,1,1,0,1,1,0,0.75
